product_name,price,original_price,discount,category
Advance 64GB / 32GB / 16GB / 8GB Flash Disk +  Mk GIFTS,"KSh 1,150 - KSh 1,900","KSh 1,500 - KSh 2,200",43%,computing
Handboss LCD CLEANING KIT,KSh 575,KSh 800,28%,computing
"Laptop Keyboard for HP EliteBook 840 G3, 840 G4, 745 G3, 745 G4","KSh 1,994","KSh 4,100",51%,computing
HP   17-inches  LCD Monitor Refurbished plus power cable,"KSh 4,000","KSh 7,000",43%,computing
"Sandisk High Speed USB Flash Disk 8GB With Free OTG Cable , Bluetooth Wireless Earpods","KSh 1,100","KSh 1,540",29%,computing
HP Refurbrished Monitor Edge To Edge 24 Inches  Full HD 1920x1080. Resolution  24 Inches  IPS. Display Technology,"KSh 16,000","KSh 18,000",11%,computing
Lenovo Refurbished Thinkpad Yoga 11e X360 Intel Core I5 8th Gen 8GB RAM 256GB SSD 11.6 Touchscreen Convertible Laptop (6M WRTY),"KSh 27,300","KSh 40,000",32%,computing
USB 2.0 To SATA Adapter Converter Cable 22Pin Drive Free 2.5,KSh 339,KSh 611,45%,computing
WiFi Repeater WiFi Extender WiFi Amplifier,"KSh 1,710","KSh 3,500",51%,computing
LAPTOP SKIN STICKER BLACK ORANGE CAMOUFLAGE DECAL.,"KSh 655 - KSh 1,424","KSh 1,000 - KSh 2,500",43%,computing
"HP ProBook X360 11 G2 , Intel Pentium, 4 GB RAM, 128 GB SSD, 11.6″ HD Convertible Screen,","KSh 16,000","KSh 30,000",47%,computing
Sandisk Type C OTG USB Flash Disk Drive 128GB,"KSh 2,650","KSh 2,998",12%,computing
Asus Vivobook Go 14(E1404G)-Intel Core I3-N305-8GB RAM-256G UFS 2.1-14 Inch FHD-Black (1YR WRTY),"KSh 55,999","KSh 60,000",7%,computing
Samsung  Original type C Fast Charge USB Cable 1 M - White,"KSh 1,000","KSh 1,500",33%,computing
Boost Up 8GB High Performance Memory Card.,KSh 500,KSh 600,17%,computing
HP Refurbished 6th Generation EliteBook 840 G3 Core I5-8GB - 256GB Ssd - Win 10 - Silver,"KSh 24,999","KSh 40,000",38%,computing
"Advance BEST USB 128GB FlashDrive Disk 128 GB For Smartphones, Laptop Smart Android TV + OTG Cable, Watch","KSh 2,000","KSh 3,900",49%,computing
"HP Refurbished EliteDesk 800 G1 Core I5 8GB RAM 500GB HDD 3.2GHz SFF Desktop + 19"" Monitor (6 Months WRTY)","KSh 23,400","KSh 30,000",22%,computing
Advance 32 GB Flash Disk Drive + Cap + Non Rust Burner + Belt,"KSh 1,100","KSh 2,100",48%,computing
128GB 2 In 1 OTG USB 3.0 & Usb-C Flash Pen Drive Memory Stick Usb3.0 Flash Disk,"KSh 1,699","KSh 2,000",15%,computing
Sandisk 32GB Flash Disk USB Drive   +Extra Gifts,"KSh 1,100","KSh 1,380",20%,computing
"HP REFURBISHED EliteBook 755 G5 15.6"" - AMD Ryzen 7 2700U - 16 GB RAM - 128 GB SSD - Win 10 Pro","KSh 24,700","KSh 28,000",12%,computing
Kenyan Flag Customized Mousepad,KSh 499,KSh 600,17%,computing
Wifi Adapter Wifi Dongle Wifi Antenna Wifi Adapter,KSh 590,KSh 899,34%,computing
Fashion Laptop Bag - Water Proof  Anti Theft Backpack,"KSh 1,500","KSh 2,000",25%,computing
"Replacement MacBook MagSafe Power Charger Adapter 16.5V, 3.65A - 60W","KSh 3,315","KSh 6,000",45%,computing
Universal LTE Mobile WiFi Portable Hotspot 150Mbps MiFi,"KSh 3,997","KSh 7,900",49%,computing
Bebe 5G 256GB/6GB 8inch With Simcard Slot KIDS STUDY TABLETS 3500mAh-PINK,"KSh 13,900","KSh 16,999",18%,computing
GS3 USB 2.0 External Sound Card Virtual 7.1 Channel,"KSh 1,253","KSh 2,381",47%,computing
"DELL Refurbished 3189 X360 4GB 128GB SSD Celeron 2-in-1 Laptop 11.6"" Touchscreen + Bag (6 Months WRTY)","KSh 16,590","KSh 30,000",45%,computing
HP 78A Laser Jet Toner Cartridge (CE278A),"KSh 1,820","KSh 3,000",39%,computing
"Lenovo ThinkPad T440P, Core I5, 8GB Ram, 128GB SSD, Windows 10 Pro 64bit","KSh 28,000","KSh 30,000",7%,computing
Bebe KIDS STUDY TABLET 4GB/128GB UNBREAKABLE SCREEN SIM CARD SLOT,"KSh 8,499","KSh 10,000",15%,computing
"HP EliteBook 840 G6 Touchscreen-8th Gen -Core I5, 8GB RAM, 256GB-SSD-Refurbished-14""- Silver-Win","KSh 34,999","KSh 40,000",13%,computing
DELL P2222H 21.5 Inch 16:9 FHD(1920 x 1080) IPS Refurbished Monitor,"KSh 14,499","KSh 19,999",28%,computing
USB 3.0 SPEED TO RJ 45 ETHERNET ADAPTER 10/100/1000 MBPS GIGABIT,KSh 881,"KSh 1,900",54%,computing
Toshiba External Hard Disk Casing High Speed USB 3.0,"KSh 1,188","KSh 1,500",21%,computing
"HP SUPER SLIM Refurbished HP EliteBook Folio 9480m, 14"" Intel Core I5 4GB RAM/ 500GB HDD","KSh 23,999","KSh 45,000",47%,computing
"Asus Laptop AC Adapter Charger - 19V, 1.75A",KSh 999,"KSh 1,700",41%,computing
Microkingdom MK 782 Extra Bass Gaming Headset,"KSh 1,909","KSh 2,009",5%,computing
2 In 1 Out HDMI KVM Switch 4K@60Hz Sharing 1 Monit,"KSh 2,733","KSh 5,465",50%,computing
Lenovo Generic Laptop Charger 20V 3.25A 65W USB Pin With Power Cable,KSh 950,"KSh 1,400",32%,computing
"HP Refurbished EliteBook 840 G1, 14"" - Intel Core I5, 500GB HDD, 8GB RAM - Win10 Trial, BLK (6 Months WRTY)","KSh 18,299","KSh 25,000",27%,computing
Thermal Compound Thermal Paste - Syringe 20ML,KSh 399,KSh 700,43%,computing
"DELL Refurbrished XPS 13 9360 13.3"" 7th Gen Intel Core I5-7200U, 8GB RAM, 256GB SSD Win 10","KSh 35,000","KSh 45,000",22%,computing
HP 32GB FlashDisk/Flash DISK +Free Memory Card Reader,KSh 670,"KSh 1,000",33%,computing
"Replacement Battery SB03XL- HP EliteBook 820 G1, 720 G2","KSh 3,497","KSh 6,000",42%,computing
"4G Portable MiFi Safaricom, Airtel, Telkom Network","KSh 3,987","KSh 8,000",50%,computing
"HP Refurbished Elitebook 820 G3 6th Gen , Core I7 , 16GB RAM-SSD 512GB -12.5"", Sliver (6 Months WRTY)","KSh 30,499","KSh 40,000",24%,computing
Power King power 4ways extention,KSh 400,KSh 650,38%,computing
HP REFURBISHED PROBOOK 11 G2 CORE I3 8GB 500HDD *TOUCHSCREEN* WINDOWS 10 () (6 Months WRTY),"KSh 25,999","KSh 30,000",13%,computing
"Bluetooth Wireless Rechargeable Mouse, 2.4GHz with USB Mini Receiver, long Battery Life, 1000 DPI Optical Tracking, Ambidextrous Smart Tv PC/Mac/Laptop",KSh 807,"KSh 1,500",46%,computing
Portable Wifi Hotspot Mifi / Universal 4g Portable Pocket Wifi Hotspot Mifi,"KSh 4,197","KSh 8,000",48%,computing
Advance 2 Pcs USB Exceptional Compact Flash Disk 32GB,"KSh 1,070","KSh 1,800",41%,computing
Wireless Keyboard For Android Box & Smart TV.,"KSh 1,089","KSh 2,100",48%,computing
USB 3.0 Micro External HDD Hard Drive Disk Cable,KSh 254,KSh 389,35%,computing
DVI-I Male (24+5) To VGA Female (15-pin) Connector Adapter Dual Link Jack,KSh 380,KSh 600,37%,computing
"Advance Smart Compatible 16GB,32GB,64GB Flash-Disk USB For Laptops, Hoofers,Tvs,decoders, Bluetooth Speakers","KSh 550 - KSh 1,700","KSh 1,000 - KSh 2,000",45%,computing
"HP Refurbished EliteBook 820 G1 Core I5 8GB RAM 500GB, Windows10, 6 Months WRTY","KSh 22,000","KSh 30,000",27%,computing
HDMI To DVI Cable,KSh 929,"KSh 1,400",34%,computing
Epson Printer M2140 (1YRS WRTY),"KSh 54,990","KSh 109,980",50%,computing
Lenovo Type C Charger Adapter 65W For Laptop,"KSh 2,797","KSh 5,400",48%,computing
Epson Original 103 Black Ink,"KSh 2,150","KSh 3,500",39%,computing
Supermarket/Business Point Of Sale Cash Drawer,"KSh 6,400","KSh 9,000",29%,computing
USB RJ45 Ethernet Port USB C PD Charging Multiport Adapter 5 IN 1 Type C To HD,"KSh 2,363","KSh 4,800",51%,computing
"HP Refurbished EliteBook 840 G2 5TH GEN , Core I5, 14"", 500HDD, 8GB RAM, Touchscreen, Black (6 Months WRTY)","KSh 23,999","KSh 29,999",20%,computing
Advance High Speed Memory Card 32GB & SD Adaptor -Black.,KSh 681,"KSh 1,200",43%,computing
"HP EliteBook 820 G3 Intel Core I5 6th Gen Refurbished 16GB-500GB HDD Silver-12.6"", 6 Months WRTY","KSh 30,790","KSh 40,000",23%,computing
tenda 300Mbps Wireless Router Wi-Fi With 1WAN 3LAN Ports,"KSh 3,399","KSh 5,970",43%,computing
Advance USB Exceptional Compact High Speed Flash Disk 32GB For Toshiba Flash Disk,KSh 580,"KSh 1,000",42%,computing
300Mbps Laptop Desktop Wireless USB WiFi Adapter,KSh 634,"KSh 1,300",51%,computing
Boost Up High Performance Memory Card 8GB+Watch+Headphones,"KSh 1,200","KSh 1,300",8%,computing
Money Heist Hard Gaming Mouse Pad,KSh 450,KSh 599,25%,computing
29.5cm DVI 24+1 Pin Male To 2 X HDMI Female Splitter Cable(Black),"KSh 1,357","KSh 1,942",30%,computing
"HP ELITEBOOK 1040 G7 X360 TOUCHSCREEN, Core i5 10TH GEN 16GB RAM 256GB SSD-REFURBLISHED -14""-Win 10-Silver","KSh 59,999","KSh 65,000",8%,computing
32GB Memory Card - 32 GB Micro SD,KSh 570,"KSh 1,000",43%,computing
Handboss Universal Foam Cleaner,KSh 599,"KSh 1,000",40%,computing
"SATA USB CABLE USB TO SATA 2.5"" HARD DISK ADAPTER",KSh 649,"KSh 1,200",46%,computing
Bluetooth Mouse 2.4G Dual-mode Wireless Mouse For Tablet,KSh 850,"KSh 1,180",28%,computing
5 In1 USB Type-C To Multi-port Ethernet Hub,"KSh 2,363","KSh 4,800",51%,computing
"HP Chromebook 11 G6 EE, 16GB eMMC SSD/ 4GB RAM , TYPE C, WIFI, Intel Celeron N3350 , Bluetooth, Camera , Chrome OS,  Blue / Black-Refurb","KSh 8,799","KSh 16,455",47%,computing
HP Flash  Disk 8GB  -Grey,KSh 640,"KSh 1,000",36%,computing
Advance 64GB Flash Disk//FlashDisk 64 GB + Free Neckband Bluetooth Earphones,KSh 990,"KSh 1,200",18%,computing
HP EliteBook 840 G6 8th Gen Core i7 16GB RAM 512GB SSD 14inch UHD Refurbished,"KSh 49,000","KSh 60,000",18%,computing
1.8m HDMI Male To VGA Male 15PIN Video Cable(Black),KSh 899,"KSh 1,299",31%,computing
USB 2.0 to SATA Adapter Converter Cable 22Pin Drive Free,KSh 310,KSh 584,47%,computing
DELL 2.4G WIRELESS MOUSE,KSh 480,KSh 850,44%,computing
Mini USB Fan + Type-C Phone Fan Portable Cooling Fan,KSh 330,KSh 622,47%,computing
M185 Wireless Mouse Pad,KSh 950,"KSh 1,700",44%,computing
7-layer Adjustable Folding Metal Laptop Stand,KSh 423,KSh 870,51%,computing
Backlit Mouse Pad Keyboard Mat RGB Keyboard Mouse Mat Strong Mouse Pad Mat,"KSh 1,099","KSh 1,499",27%,computing
SD To CF Card Adapter To Standard Flash Type I Card,"KSh 1,126","KSh 2,139",47%,computing
Transcend 1TB Or 1000GB External Hard Disk,"KSh 13,999","KSh 17,999",22%,computing
"Laptop Skin Sticker,13.3"" 14"" 15"" 15.4"" 15.6 Universal Vinyl Skin Sticker Cover","KSh 799 - KSh 1,500","KSh 1,050 - KSh 2,100",29%,computing
"Advance BEST USB Flash Disk 64GB For Laptop , Desktop ,Smartphone + Memory Card 32GB","KSh 1,050","KSh 1,800",42%,computing
HP LAPTOP  Replacement CHARGER 18.5V 3.5A(BIG PIN) + POWER CABLE,KSh 890,"KSh 1,500",41%,computing
HP 32GB Flash Disk  +64Gb Memory Card + OTG CABLE,"KSh 1,350","KSh 2,100",36%,computing
Handheld Rechargeable Mini Fan//SUPER QUALITY//,KSh 588,"KSh 1,500",61%,computing
"Toshiba Canvio Basics 2TB Portable External Hard Drive USB 3.0, Black, (1YR WRTY)","KSh 11,470","KSh 22,940",50%,computing
Smart 2030 S Color 16GB RAM + 512GB ROM 10.1inch FHD IPS 5000mAh Smart Tablet SIM 5G/DUAL-SIM/WIFI/BT 13.0MP + 30.0MP 9V/2A,"KSh 20,001","KSh 25,999",23%,computing
Logitech G102 6 Keys 8000 DPI Wired Optical Gaming Mouse,"KSh 1,200","KSh 2,000",40%,computing
"HP 250 G4, 240 G4, 245 G4, , 255 G4, 256 G4, Compatible P/N: HS03 HS04 807956-001 807957-001 807612-421 HSTNN-LB6U HSTNN-LB6V N2L85AA 807611-421 807611-131 HS04041  battery","KSh 2,370","KSh 3,500",32%,computing
Microsoft Surface 1769 13.5” Touchscreen  Core I5 8th Gen GB Ram 256 SSD Refurbished (6M WRTY),"KSh 53,699","KSh 64,000",16%,computing
Oraimo 2 Fast Charging USB  For All Phones Type C - Black.,KSh 550,KSh 979,44%,computing
Toumi Bluetooth Speaker With Flashlight Power Charging,KSh 999,"KSh 1,399",29%,computing
2.4G Wireless Vertical Mouse Rechargeable Upright Ergonomic,"KSh 1,595","KSh 3,031",47%,computing
Ultra Thin 2.4GHz Bluetooth Wireless Rechargeable Optical Mouse,"KSh 1,000","KSh 1,200",17%,computing
"HP Refurbished HP EliteBook 8440p Core I5, 4GB Ram, 500GB HDD Windows 11PRO Activated, Office Basic Software + FREE MOUSE","KSh 17,999","KSh 25,000",28%,computing
"Advance Original Metal USB FlashDisk 64GB For Laptop , Desktop ,Smartphone + OTG Cable",KSh 850,"KSh 1,600",47%,computing
2 Pcs USB 3.0 To 6A Type-C OTG Adapter -  Black,KSh 493,KSh 822,40%,computing
Laptop Battery For HP MU06 593553-001,"KSh 2,799","KSh 3,500",20%,computing
"External HardDisk Drive Casing + Extra HDMI Cable ,Power Adaptor",KSh 785,"KSh 1,490",47%,computing
"Lenovo Yoga 380 Core I5 8th Gen, 8GB, 256GB SSD-Refurbished X360 TouchScreen, Black,, 6 Months WRTY","KSh 30,699","KSh 43,000",29%,computing
USB Wifi Adapter Wifi Dongle High Speed Wifi Adapter Antenna Network Card,KSh 590,KSh 849,31%,computing
LASA CE-LINK USB 2.0 Type-C To Type-B Square Printing Line 2M,KSh 577,KSh 795,27%,computing
Advance 64gb/64 GB Flash Disk Standard - Free Otg For Hp/SanDisk/Samsung FlashDisk,KSh 850,"KSh 1,200",29%,computing
3.5mm Male Car AUX Audio Jack To USB 2.0 Female Adapter.,"KSh 1,500","KSh 2,000",25%,computing
7 Port USB Hub Adapter USB Splitter,KSh 888,"KSh 1,678",47%,computing
HP EliteBook 820 G3 Intel Core i7-6th Gen 8GB RAM 512GB SSD 12.5 Inches FHD Display REFURBISHED,"KSh 24,000","KSh 30,000",20%,computing
LAN Network Cable CAT 6 10M Plus 100 Pcs Clips,KSh 550,KSh 900,39%,computing
"USB C to Ethernet Adapter, 4 in 1 Multiport Hub with Gigabit RJ45, 3 x USB 3.0 Ports","KSh 1,709","KSh 1,993",14%,computing
Flat HDMI Cable 3 Meters,KSh 323,KSh 359,10%,computing
HP Refurbished ProDesk 400 G5 Core i7 8GB 1TB HDD 8TH Gen Business SFF Desktop CPU + 20 Inch Monitor,"KSh 43,900","KSh 70,000",37%,computing
Advance Original USB Flash Drive // Disk 64GB.,KSh 795,"KSh 1,300",39%,computing
"2in1 1300Mbps WiFi + Bluetooth 5.0 Powerful Adapter USB 3.0 Dongle Dual Band 2.4G&5GHz WiFi 5 Network Wireless Wlan Receiver EEEkit  Wireless Network Adapter With High Gain Dual Band 2dBi Antenna For PC Desktop Laptop, 2.4GHz/5GHz WiFi Adapter","KSh 2,743","KSh 5,000",45%,computing
Advance 4GB Smart High Speed Flash Disk -Silver,KSh 475,KSh 700,32%,computing
915 Generation 2TB U Disk Memory Stick USB30 Flash Drive Mini Car U Disk External Storage Memory Portable U Disk Black,KSh 432,KSh 865,50%,computing
USB Bluetooth Adapter Bluetooth Receiver Wireless Adapter,KSh 499,KSh 899,44%,computing
Mini Portable Metal Clip Clip-on Lapel Mic Wired Microphone,KSh 288,KSh 556,48%,computing
"HP Elitebook 840 G1 Refurbished Intel Core I5 -4GB Ram -256GB SSD-5th Gen-Dos-Black-14""","KSh 18,999","KSh 25,999",27%,computing
"DELL Refurbished 3189 X360 4GB 128GB SSD Celeron 2-in-1 Laptop 11.6"" Touchscreen + Bag","KSh 17,000","KSh 30,000",43%,computing
USB Extension Cable - 2.0,KSh 405 - KSh 465,KSh 550 - KSh 700,34%,computing
USB BT Bluetooth Dongle Adapter Receiver,KSh 389,KSh 600,35%,computing
USB BT Bluetooth Dongle Adapter Receiver,KSh 389,KSh 600,35%,computing
"DELL Latitude E7240, E7250, E7440, E7450, E6430, E5470 Large Pin Charger Adapter & Power Cable","KSh 1,120","KSh 1,800",38%,computing
HP Elitebook 840 G6 Intel Core i5 8th Gen 16GB RAM 256GB SSD 14 Inches FHD Touchscreen Display Windows 10 Pro,"KSh 38,000","KSh 45,000",16%,computing
Yale Amoured Rectangular 5 Keys Padlock,"KSh 3,500","KSh 6,000",42%,computing
Rechargeable Wireless Mouse 2.4GHz Ultra Slim,KSh 949,"KSh 1,200",21%,computing
HP 64GB Flash Disk Free High Quality OTG Cable Type C,"KSh 1,020","KSh 1,990",49%,computing
High Speed 128GB Memory Card + Value Bonus,"KSh 1,920","KSh 3,500",45%,computing
Yale  High Security Padlock Y120 Series,"KSh 3,800","KSh 5,000",24%,computing
"Wireless Keyboard For Smart TV Rechargeable Keyboard For Android TV,Android Box",KSh 750,KSh 899,17%,computing
HP Refurbished ProBook X360 11EE 4GB 128GB SSD intel 2-In-1Touchscreen,"KSh 16,500","KSh 35,000",53%,computing
Oraimo OCW-U94D-C53 PowerCube 3 Pro 18W Fast Charging Charger Kit with Type-c Cable,"KSh 1,189","KSh 2,900",59%,computing
"HP Refurbished Compaq 6000 Pro AIO Intel Core 2 Duo ,3.06GHz 4GB RAM,500GB","KSh 12,800","KSh 21,000",39%,computing
Usb 3.0 HUB 4 Port Extender Splitter For Laptop/PC,KSh 949,"KSh 1,800",47%,computing
Universal TV Stand Base Table Top TV Legs for Vizio Samsung,"KSh 2,349","KSh 4,698",50%,computing
"Laptop Skin Vinyl Sticker Decal, 12"" 13"" 13.3"" 14"" 15"" 15.4"" 15.6 inch Laptop Skin Sticker Art Decal  Fit All model and brand laptops(WITH A FREE PHONE STICKER FIT FOR ALL PHONES)",KSh 632 - KSh 826,"KSh 1,300 - KSh 1,500",58%,computing
HP X500 Wired Optical Mouse,KSh 699,"KSh 1,000",30%,computing
Logitech MK 120 USB Wired Keyboard Combo,"KSh 3,600","KSh 4,000",10%,computing
Bluetooth Mouse 2.4G Dual-mode Wireless Mouse For Tablet,KSh 850,"KSh 1,180",28%,computing
Advance 32 GB Flash Disk Silver//+  Free OTG + Phone Ring,KSh 700,KSh 890,21%,computing
Dual Shock Pc Game Pad - Black,KSh 521,KSh 998,48%,computing
"VGA Cable - 1.5M, 3M, 5M, 10M, 20M","KSh 299 - KSh 1,699","KSh 550 - KSh 3,200",47%,computing
"Laptop Sleeve Case Bag Pouch Store For Mac MacBook Air Pro 11.6 13.3 15.4inch Black 13.3"","" ZB223605""",KSh 825,"KSh 1,625",49%,computing
HP 32GB Flash Disk  +32 Gb Memory Card + OTG CABLE C,"KSh 1,150","KSh 2,100",45%,computing
USB WiFi Adapter Dongle - 150Mbps Wireless Adapter,KSh 579,KSh 800,28%,computing
40Pcs Discs CD Bag Pack DVD Oxford Handbags,"KSh 3,890","KSh 6,706",42%,computing
64G Mini High Speed U Disk 128GB GOLD High Speed Compact USB Flash Disk,KSh 680,"KSh 1,000",32%,computing
Faiba Fiber ZTE 4G PORTABLE WIFI MIFI ROUTER,"KSh 8,000","KSh 8,500",6%,computing
HP REFURB REVOLVE 810 G3 I7 5TH GEN 8GB RAM 256GB SSD TOUCHSCREEN (6 Months WRTY),"KSh 27,499","KSh 35,000",21%,computing
"Bluetooth 2.4G Wireless Mouse With USB Rechargeable ,",KSh 760,"KSh 1,800",58%,computing
"MANCHESTER UNITED LAPTOP SKIN/COVER/STICKER, for Laptop size 11"" 13.3"" 14"" 15"" 15.4"" 15.6 Universal Vinyl Skin Sticker Cover","KSh 650 - KSh 1,500","KSh 1,000 - KSh 1,700",35%,computing
TP Link TP-Link 8port Switch,"KSh 1,698","KSh 2,000",15%,computing
Slim Rechargeable Bluetooth Mouse Silent Click,KSh 979,"KSh 1,099",11%,computing
21.5 X 17.5cm Gaming PC Laptop Mouse Pad Anti-Slip Solid,KSh 132,KSh 251,47%,computing
HP 32 GB Flash Disk  +  OTG CABLE &  2 // Two Caps + Watch,"KSh 1,150","KSh 2,100",45%,computing
Sandisk 16GB Flash Disk/ 16 GB FlashDisk,KSh 690,"KSh 1,000",31%,computing
4G LTE WiFi Router 300Mbps High-speed Wireless Router With SIM Card Slot,"KSh 6,777","KSh 10,392",35%,computing
"Waterproof laptop skin HD Printed Vinyl Full Panel Laptop Skin, Compatible with 13.3, 14.1, 15.6 inch For All laptops models (Multi Abstract Mirror Art).","KSh 664 - KSh 1,419","KSh 1,000 - KSh 2,500",43%,computing
Toshiba High Speed Flash Drive - 32GB,KSh 625,"KSh 1,100",43%,computing
Adjustable Foldable Laptop Stand Stand Portable.,KSh 578,"KSh 1,000",42%,computing
Rechargeable Bluetooth Wireless Mouse,"KSh 1,000","KSh 1,200",17%,computing
Raoop Wireless Keyboard & 2.4G Wireless Mouse Combo,"KSh 1,499","KSh 1,999",25%,computing
Adjustable Foldable Laptop Stand Stand Portable.,KSh 399,KSh 750,47%,computing
Advance 32gb Metalic Flash Disk + 32gb Memory Card + Cap + Belt,"KSh 1,400","KSh 2,000",30%,computing
Advance 64GB Memory Card For Redmi 12C + 64 GB Flash Disk + OTG + Memory Card Reader,"KSh 1,500","KSh 2,000",25%,computing
"The Boondocks Laptop Skin sticker decal for all laptops 15.35"" (39 cm) x 10.65"" (27 cm) - Fits 12 ”13"" 14"" 15"" & 15.6"" .","KSh 613 - KSh 1,225","KSh 1,000 - KSh 2,500",52%,computing
"HP Elite X2 1012 G2 , 7th Gen Core I5, 8GB RAM, 256GB SSD, 12.3″ TouchScreen","KSh 43,439","KSh 45,000",3%,computing
Microsoft Office Professional Plus 2016 - Product Key,"KSh 2,279","KSh 4,999",54%,computing
Lenovo Type C For Lenovo ThinkPad L380 L390 L480 L490 L580 L590 X270 X280 X380 X390 X390 X395 Yoga Complete With Power Cable,"KSh 4,299","KSh 8,500",49%,computing
LASA CAT6A Ethernet Cable,KSh 350,KSh 695,50%,computing
Mouse Pad Customized MALE LION,KSh 450,KSh 599,25%,computing
Advance USB Flash Drive 16GB,KSh 499,KSh 599,17%,computing
OTG Usb Flash Drive 512GB 128GB TB USB2.0 3.0 Type-c,KSh 469 - KSh 737,"KSh 804 - KSh 1,340",45%,computing
Fashion Laptop Bag - Water Proof  Anti Theft Backpack,"KSh 1,500","KSh 2,000",25%,computing
USB C Hub To Dual HDMI-compatible 4K HD USB 3.0 Hub Adapter,"KSh 4,190","KSh 7,224",42%,computing
2.4GHz Wireless Presenter Remote Red Light Pointer,KSh 731,"KSh 1,389",47%,computing
"HP EliteBook 840 G6 Core i5 8GB RAM 256GB SSD 8TH Generation, 14 Inches FHD Display, Windows 11 PRO Refurbished Laptop","KSh 37,999","KSh 45,000",16%,computing
Advance USB  Exceptional Compact High Speed  128GB Flash Disk,"KSh 1,670","KSh 1,800",7%,computing
Wired USB Numeric Keypad 18 Keys Mini Digital Keyboard,KSh 780,"KSh 1,250",38%,computing
Cat6 Lan Network Ethernet Cable 20 Meters,KSh 850,"KSh 1,000",15%,computing
Portable foldable aluminium laptop stands,KSh 899,"KSh 1,500",40%,computing
"RJ45 CAT5 ,CAT6 Ethernet Network Connector","KSh 599 - KSh 1,400","KSh 600 - KSh 1,499",7%,computing
Lenovo Laptop Thinkpad 11e Yoga Charger 20V 3.25A 65W USB Pin With Power Cable-black,"KSh 1,199","KSh 1,500",20%,computing
M2 SSD Case NVME Enclosure M.2 to USB SSD Adapter for NVME,KSh 952,"KSh 1,519",37%,computing
"Bluetooth Earpiece,Earphone Wireless",KSh 206 - KSh 272,KSh 412 - KSh 544,50%,computing
Rj45 Splitter Adapter Port Cat5/6 Lan Ethernet Cable High Performance 1 To 2 Ways Dual Female,KSh 397,KSh 700,43%,computing
Advance High Speed Flash Disk 128GB USB With Free OTG,"KSh 1,720","KSh 3,000",43%,computing
HP CHROMEBOOK 11 G8/ 4GB RAM/ 32 SSD/GREEN/,"KSh 12,999","KSh 25,998",50%,computing
"3 In1 Type-C Micro-USB SD TF Phone OTG Card Reader Adapter,",KSh 285,KSh 564,49%,computing
Laptop Charger Flower Power Cable 3 PIN,KSh 428,KSh 500,15%,computing
